# Galaxy: F563-1
# Distance: 48.90 Mpc
# Source: SPARC (Lelli et al. 2016)
# Data: Real observational rotation curves
# Columns: Rad Vobs errV Vgas Vdisk Vbul SBdisk SBbul
# Units: kpc km/s km/s km/s km/s km/s L_☉/pc² L_☉/pc²
# Note: Vdisk, Vbul for M/L=1 at 3.6μm
   1.070    22.10    7.17     1.98    18.30     0.00      33.42       0.00
   1.780    42.70   10.66     4.03    24.51     0.00      20.43       0.00
   2.490    60.60    7.69     6.25    27.45     0.00      14.31       0.00
   2.970    76.80   11.10     7.78    28.28     0.00       9.63       0.00
   3.040    81.60   17.50     8.01    28.20     0.00       9.31       0.00
   3.190    87.00    8.93     8.49    28.16     0.00       9.15       0.00
   6.950    90.00   24.80    17.83    29.57     0.00       3.35       0.00
   8.580    97.80    9.40    22.83    29.09     0.00       1.88       0.00
   9.260    93.70   25.30    24.91    28.73     0.00       1.68       0.00
   9.890   103.00   23.80    26.69    28.70     0.00       1.49       0.00
  10.080    97.40   11.00    27.31    28.73     0.00       1.43       0.00
  11.840   106.50    9.48    30.86    27.77     0.00       0.72       0.00
  14.560   112.00   11.00    30.44    25.73     0.00       0.36       0.00
  15.430   111.50    9.40    30.70    25.11     0.00       0.28       0.00
  17.930   111.00   24.30    33.36    23.48     0.00       0.14       0.00
  19.020   112.50    7.75    34.35    22.95     0.00       0.10       0.00
  20.100   106.00   10.70    35.34    22.07     0.00       0.00       0.00
