# Galaxy: F574-1
# Distance: 96.80 Mpc
# Source: SPARC (Lelli et al. 2016)
# Data: Real observational rotation curves
# Columns: Rad Vobs errV Vgas Vdisk Vbul SBdisk SBbul
# Units: kpc km/s km/s km/s km/s km/s L_☉/pc² L_☉/pc²
# Note: Vdisk, Vbul for M/L=1 at 3.6μm
   0.470    15.30    4.40     0.25    12.99     0.00     104.59       0.00
   1.410    41.00    4.36     0.88    32.88     0.00      69.17       0.00
   2.350    60.70    4.40     1.88    41.13     0.00      36.87       0.00
   3.290    74.90    4.40     3.41    42.43     0.00      24.85       0.00
   4.220    83.00    6.28     5.43    44.37     0.00      21.20       0.00
   5.170    86.80    4.40     7.80    46.69     0.00      16.81       0.00
   6.110    89.40    4.40    10.44    48.85     0.00      13.72       0.00
   7.050    92.50    4.40    13.15    49.34     0.00      10.54       0.00
   7.990    94.70    4.40    16.07    50.15     0.00       8.66       0.00
   8.920    96.30    4.40    18.98    49.17     0.00       6.85       0.00
   9.870    97.80    4.40    21.99    49.76     0.00       6.33       0.00
  10.790    98.80    4.62    25.00    50.33     0.00       5.29       0.00
  11.800    99.50    4.40    27.82    50.68     0.00       4.09       0.00
  12.600    99.70    5.14    30.02    50.19     0.00       3.23       0.00
