# Galaxy: DDO154
# Distance: 4.04 Mpc
# Source: SPARC (Lelli et al. 2016)
# Data: Real observational rotation curves
# Columns: Rad Vobs errV Vgas Vdisk Vbul SBdisk SBbul
# Units: kpc km/s km/s km/s km/s km/s L_☉/pc² L_☉/pc²
# Note: Vdisk, Vbul for M/L=1 at 3.6μm
   0.490    13.80    1.60     3.74    12.31     0.00      15.93       0.00
   0.990    21.60    0.80     7.46    14.55     0.00       5.52       0.00
   1.480    28.90    0.70    10.87    12.95     0.00       1.26       0.00
   1.970    34.30    0.50    13.32    11.54     0.00       0.29       0.00
   2.470    38.20    0.40    14.77    10.18     0.00       0.08       0.00
   2.960    42.00    0.20    16.20     9.16     0.00       0.02       0.00
   3.460    44.60    0.20    17.60     8.37     0.00       0.01       0.00
   3.950    46.30    0.20    17.91     7.77     0.00       0.00       0.00
   4.440    47.40    0.30    17.48     7.29     0.00       0.00       0.00
   4.940    48.20    0.60    16.93     6.89     0.00       0.00       0.00
   5.430    47.40    0.70    16.28     6.55     0.00       0.00       0.00
   5.920    45.50    1.30    15.64     6.26     0.00       0.00       0.00
