# Galaxy: F563-V2
# Distance: 59.70 Mpc
# Source: SPARC (Lelli et al. 2016)
# Data: Real observational rotation curves
# Columns: Rad Vobs errV Vgas Vdisk Vbul SBdisk SBbul
# Units: kpc km/s km/s km/s km/s km/s L_☉/pc² L_☉/pc²
# Note: Vdisk, Vbul for M/L=1 at 3.6μm
   0.280    11.90    7.89     0.95     6.22     0.00      68.00       0.00
   0.870    34.80    7.89     2.93    17.64     0.00      60.24       0.00
   1.460    58.50    8.68     4.98    27.33     0.00      50.99       0.00
   2.050    81.50   14.20     7.20    35.16     0.00      39.39       0.00
   2.350    91.80   17.50     8.24    37.71     0.00      33.19       0.00
   4.760   114.00    8.68    16.62    45.06     0.00      10.80       0.00
   7.860   116.00    8.68    34.33    41.16     0.00       3.01       0.00
   8.700   117.00   16.60    39.57    40.09     0.00       2.22       0.00
  10.180   118.00   51.90    39.57    38.11     0.00       1.34       0.00
  10.470   118.00   40.30    39.57    37.78     0.00       1.24       0.00
