# Galaxy: UGC03205
# Distance: 50.00 Mpc
# Source: SPARC (Lelli et al. 2016)
# Data: Real observational rotation curves
# Columns: Rad Vobs errV Vgas Vdisk Vbul SBdisk SBbul
# Units: kpc km/s km/s km/s km/s km/s L_☉/pc² L_☉/pc²
# Note: Vdisk, Vbul for M/L=1 at 3.6μm
   0.280   107.00   30.20    -1.60    13.69    91.46     618.49    5800.33
   0.550   121.00   15.60    -2.32    26.00   143.82     603.26    3274.79
   0.830   134.00    8.69    -3.04    37.95   161.88     587.86    1870.98
   1.390   157.00   12.50    -4.39    60.02   171.18     558.23     849.89
   1.650   168.00   11.70    -4.98    69.62   173.79     544.98     599.88
   3.040   207.00    8.04    -7.06   115.86   156.10     470.23      10.13
   3.320   213.00    6.53    -7.33   124.12   149.78     462.95       3.88
   3.590   218.00   11.20    -7.54   132.68   144.22     455.55       1.53
   3.870   222.00    6.05    -7.69   142.15   138.97     450.84       0.59
   4.150   226.00    5.41    -7.79   153.48   134.27     445.20       0.23
   4.430   229.00    5.96    -7.83   164.20   129.95     417.46       0.09
   4.700   232.00    7.41    -7.81   172.50   126.18     387.64       0.03
   4.970   234.00    6.10    -7.72   178.86   122.67     357.56       0.01
   5.250   235.00    3.89    -7.58   184.40   119.35     339.44       0.01
   5.520   236.00    9.03    -7.35   190.48   116.43     324.46       0.00
   5.800   237.00   10.00    -7.05   196.76   113.55     303.79       0.00
   6.080   237.00    7.36    -6.70   202.21   110.91     281.08       0.00
   6.360   237.00   10.20    -6.27   207.12   108.43     256.11       0.00
   6.630   236.00   10.40    -5.76   210.37   106.22     231.86       0.00
   6.910   236.00    5.83    -5.16   212.88   104.02     209.52       0.00
   7.190   235.00    5.43    -4.56   214.54   101.99     188.62       0.00
   7.270   234.00    8.36    -4.39   214.82   101.43     183.32       0.00
   7.460   234.00    7.88    -3.95   215.36   100.13     171.57       0.00
   8.020   231.00    8.17     1.42   216.46    96.57     142.56       0.00
   8.290   229.00    5.82     3.82   216.57    94.99     129.68       0.00
   8.560   228.00    7.21     5.49   216.49    93.48     117.85       0.00
   8.840   226.00   18.20     7.01   215.92    91.98     106.56       0.00
   9.120   224.00    9.11     8.51   215.26    90.56      96.24       0.00
   9.690   221.00    5.56    11.96   213.03    87.86      78.11       0.00
  12.110   216.00    3.21    24.01   197.34    78.59      33.45       0.00
  14.580   220.00    1.89    33.03   180.81    71.62      16.19       0.00
  14.680   220.00    7.66    33.34   180.14    71.38      15.84       0.00
  15.200   221.00    9.52    34.96   176.93    70.15      14.51       0.00
  15.500   221.00   13.60    35.77   175.40    69.47      13.84       0.00
  15.710   221.00    8.15    36.68   174.35    69.00      13.25       0.00
  16.020   221.00    4.11    37.49   172.90    68.33      12.42       0.00
  16.320   221.00    5.37    38.30   171.46    67.70      11.67       0.00
  16.530   221.00    5.06    39.11   170.51    67.27      11.18       0.00
  16.840   221.00   11.40    39.92   169.21    66.64      10.50       0.00
  16.940   221.00    2.56    40.33   168.81    66.45      10.27       0.00
  19.400   218.00    1.70    47.22   157.90    62.09       4.85       0.00
  21.770   216.00    1.13    52.28   148.59    58.61       2.49       0.00
  24.230   215.00    1.77    54.82   138.99    55.56       0.86       0.00
  26.690   212.00    2.47    55.53   130.82    52.94       0.40       0.00
  29.060   208.00    1.44    54.01   124.32    50.73       0.19       0.00
  31.520   209.00    2.88    51.78   118.54    48.71       0.09       0.00
  36.340   220.00    4.09    47.22   109.34    45.37       0.02       0.00
  40.040   220.00    6.32    42.76   103.66    43.22       0.00       0.00
