time,total_intent,max_intent,num_patterns
0.0,149.22565104551518,0.95,0
1.0000000000000007,151.0245378398614,0.936989658036133,0
2.0000000000000013,152.61540007948292,0.9181461747241897,0
2.99999999999998,154.00400122508267,0.8921035795133692,0
3.9999999999999587,155.1965181092079,0.8591597128963514,0
4.999999999999938,156.20433255559846,0.8215392459616728,0
5.9999999999999165,157.04538652454374,0.7821200883473681,0
6.999999999999895,157.7419136896271,0.7431467664275956,0
7.999999999999874,158.31700765292754,0.7059262392663359,0
8.999999999999853,158.79208365932232,0.6710649906975278,0
9.999999999999831,159.1856757035759,0.6387518758446109,0
10.99999999999981,159.51318667926245,0.6089526542879931,0
11.999999999999789,159.78712885723667,0.5815249971980249,0
12.999999999999767,160.01754716901428,0.5562821018240154,0
13.999999999999746,160.21246573474576,0.5330262650758859,0
14.999999999999725,160.37828969951565,0.5115656882417289,0
15.999999999999703,160.520141584925,0.4917221742233858,0
16.999999999999858,160.64213253391904,0.4733339921311466,0
18.000000000000014,160.74757678686075,0.4562562552245303,0
19.00000000000017,160.8391595950456,0.4403600864092192,0
20.000000000000327,160.91906813700024,0.4255312555759221,0
